tags	config	eval_acc
C11orf30	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9290077262246672
CEBPB	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9230746339721462
HNRNPL	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9227409638554216
EGR2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9196378495312876
E2F4	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.918800062823936
ZFHX2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9185416509895402
ZNF770	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.918145537912881
MITF	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9155145025592752
RAD212	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9151770201922704
GLIS2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9151206800273004
ZNF143	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.914984450619215
MAFG	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9135108588890102
ZNF777	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9124111182934712
ZNF555	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9108873974645788
ZNF316	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9107304521846856
USF2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9103878571167948
FOSL2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9103874853488992
MXD3	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9097574732092498
BLC3	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.90890595644852
RBM39	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9062622054419998
ZBED52	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9051094890510948
SIN3B	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.905059337913804
UBTF	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 1e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9040824415378518
RAD21M	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9035823858509294
NR3C1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9023706063168104
PAX5	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.901359549740516
FOXA2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9011409029514038
ZBTB26	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.9008761794723666
SAP30	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 1e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8995230524642289
ZNF585B	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1024, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8992042440318302
ZC3H11A	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8982969537059247
AGO2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8959986952267044
ZNF623	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8952844436986072
FOXA1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8952341397570346
EGR1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8952320559402207
SMC3	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8935372326235477
U2AF1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8924293785310734
MYC	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.89167437846381
SRF	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.891156462585034
CREB1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8906846399432423
TFDP12	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8904240620682325
RBBP5	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8902315704317929
ZNF292	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8896103896103896
GABPB1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8892456412912135
STAT3	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8888865501999579
MAZ	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8883796740172579
ZIC2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8877494236425789
ZFP36	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8877482811306341
TFAP4	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8849185946872322
ZNF121	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8847183236503688
SUZ12	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8844482592135615
KDM5B	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 1e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.882985877605918
FOXP2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1024, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.881830718841579
KLF9	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.88113074204947
POLR2A	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8799047933520444
ELK1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8797073638762293
RUNX3	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8794068082237951
SMAD42	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8790649293769845
CBFA2T2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.878089716203845
XRCC5	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8779469143265374
CEBPZ	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8775677896466721
NONO	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8760561834741578
ZNF785	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8756114605171209
MEIS2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8751178133836004
TAF1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8750928079988121
HNF4G	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.873628760725535
CEBPG	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8736151654767348
HNRNPH1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8734069668649108
ZSCAN4	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8728012105163608
ZBTB6	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1024, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8725422559503277
POLR2AphosphoS5	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8720795847967495
GLIS1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8718546132339235
NFYC	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1024, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8716349809885932
SREBF2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8715753424657534
CBFA2T3	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8710055290038422
POU2F2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8698976590989296
ZFX	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8695411358697968
CBX1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8694782463743957
JUND	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8692162856795126
RARA	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8690104747047025
ZSCAN5A	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8689223770258743
PHF20	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8686514886164624
PKNOX1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.868591799292991
SETDB1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8683989941324393
U2AF2	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8682588597842835
FOXP1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8680129347323963
NR2F62	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8674933904066474
RXRA	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.86696735942879
HBP1	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8668407310704961
SP5	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8663891366835167
IRF5	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1024, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8658969804618117
SIX5	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8657998329953477
H4K12ac	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	0.8654612674022298
